            id                       fullName
496       4769               Derick Armstrong
497    3998269               Derick Armstrong
498    3928979              Dorance Armstrong
499    3125842              Ka'John Armstrong
500      17106                 Matt Armstrong
501      16463              Ray-Ray Armstrong
502        197                Trace Armstrong
503       7334                 Tyji Armstrong
504    2974301            Tommy Armstrong Jr.
505    3915506                  Damon Arnette
506      16041                  Brian Arnfelt
507    4212989                     Dan Arnold
508    4035389                Grayland Arnold
509       1029                  Jahine Arnold
510       6517                     Jim Arnold
511      12631                 Stanley Arnoux
512       9819               Devin Aromashodu
513      11471               Adrian Arrington
514       8458                 J.J. Arrington
515      11494                 Kyle Arrington
516       2133                LaVar Arrington
517       7188                    Mike Arthur
518    3043097            Cameron Artis-Payne
519       2044                 Rodney Artmore
520      15560                 Stanley Arukwe
521    3041114                      Ade Aruna
522       7425                   Herman Arvie
523    3915238             George Asafo-Adjei
524      13260                    Jon Asamoah
525    4360255               Brian Asamoah II
526      13310                   Larry Asante
527    2515345                    Richard Ash
528       7802                    Jamie Asher
529      16307                  Perez Ashford
530    4242534                  Calvin Ashley
531        330                 Darryl Ashmore
532      16334               Jacolby Ashworth
533       4298                   Tom Ashworth
534    4046522                   Devin Asiasi
535    2575978                   Isaac Asiata
536      12758                   Johan Asiata
537      14360                    Matt Asiata
538      12759                    K.C. Asiodu
539       7806                       Joe Aska
540       4543                     B.J. Askew
541    4240487                  Jaytlin Askew
542       5639                 Matthias Askew
543      17107                     Nate Askew
544    3916064             Dravon Askew-Henry
545       4489                Nnamdi Asomugha
546      15026                     Mark Asper
547    2576460                Manuel Asprilla
548    3136308                   George Aston
549      14636                   Tim Atchison
550    3046320                 Marcell Ateman
551      10564                  Baraka Atkins
552       2487                   Corey Atkins
553       7245                    Gene Atkins
554      13311                    Geno Atkins
555        722                   James Atkins
556       4299                   James Atkins
557    3043127                    John Atkins
558    4040919                   Kevin Atkins
559    2970192                   Lamar Atkins
560       1837                   Larry Atkins
561      16042                  Eloy Atkinson
562    3933213                Hunter Atkinson
563      17396            George Atkinson III
564       8480              Oshiomogho Atogwe
565      16761              Jeremiah Attaochu
566        202                  Steve Atwater
567    4360797                    Tutu Atwell
568      16312                    Josh Aubrey
569    4081127                 Antony Auclair
570      16572                   Kyle Auffray
571    3051846                   Josh Augusta
572      16510                  Akeem Auguste
573    2507242                 Damarr Aultman
574      13529                 Junior Aumavae
575      14102                 David Ausberry
576    4240895                  Jhamon Ausbon
577    2977231                   Erik Austell
578       1748                   Billy Austin
579    3870072                   Bless Austin
580    3053254                     Joe Austin
581      10147                   Miles Austin
582       1292                     Ray Austin
583       2256                  Reggie Austin
584    3998271                  Reggie Austin
585      15464                  Rodney Austin
586      15786                   Tavon Austin
587    4070073                   Tavon Austin
588      13312                Terrence Austin
589      13825                  Thomas Austin
590    4243389              Calvin Austin III
591    4372758               Kevin Austin Jr.
592      14025              Marvin Austin Jr.
593       1262                  Darnell Autry
594      17447                   Denico Autry
595    4242251                      Lee Autry
596       9695                    Jason Avant
597    3054841                Anthony Averett
598    2972891                 Travis Averill
599    4240072                     C.J. Avery
600      11267                   Donnie Avery
601    3126204                   Genard Avery
602       1462                     John Avery
603    4250098                     Josh Avery
604       7595                    Steve Avery
605    4259300                      Tre Avery
606      15695                  Michael Avila
607      11326                    Cliff Avril
608       6477          Robert Mitchell Awalt
609       9288                  Adrian Awasom
610    2979171                      Micah Awe
611    3910591                 Fisayo Awolaja
612    4040842                 Kayode Awosika
613    3052101                 Chidobe Awuzie
614       4777             Brendon Ayanbadejo
615       1740             Obafemi Ayanbadejo
616      14015                    Akeem Ayers
617    3040026                 Demarcus Ayers
618      12432                   Robert Ayers
619       2815                       Kole Ayi
620       3617                   Akin Ayodele
621      10406                   Remi Ayodele
622    2972337                  Caleb Azubike
623       1900                   Jerry Azumah
624    4079725                            D B
625       8447                     David Baas
626       2690                    Billy Baber
627       4581                     Rod Babers
628    3998272                Roderick Babers
629    4248555                    Josh Babicz
630       5552                    Jason Babin
631       8473             Jonathan Babineaux
632       5840               Jordan Babineaux
633      15924                      Jeff Baca
634    3886809                Andre Baccellia
635    2972498                      Joe Bacci
636    4036507                     Joe Bachie
637    3919510                   Alex Bachman
638    2582311                Kennard Backman
639       2566                    Jeff Backus
640       4660                    Waine Bacon
641    3998274                    Waine Bacon
642    4686421                     David Bada
643      15359               Johnson Bademosi
644    3053760                     Jeff Badet
645       1319                    Brad Badger
646    3123052                Michael Badgley
647    3041102                  Sherman Badie
648    4362748                    Tyler Badie
649      16297                     Brett Baer
650    3126158                Stephen Baggett
651    2578696                   Donnie Baggs
652      13175                   Stevie Baggs
653    3910249                    Kenji Bahar
654       6453                      Matt Bahr
655       7702                   Aaron Bailey
656    3042451                   Aaron Bailey
657      14020                   Allen Bailey
658      16044                   Alvin Bailey
659      15216                  Antwon Bailey
660       4492                    Boss Bailey
661       7014                 Carlton Bailey
662       1758                   Champ Bailey
663      14322                     Dan Bailey
664      16966                    Dion Bailey
665    4241862                  Hakeem Bailey
666       8028                   Henry Bailey
667    3931395                    Jake Bailey
668    4035531                  JaQuan Bailey
669       6674                  Johnny Bailey
670       1835                 Karsten Bailey
671    3998275                 Karsten Bailey
672    4030747                Manasseh Bailey
673    3917992                  Markus Bailey
674      11496                 Patrick Bailey
675    3128773                   Quinn Bailey
676    3892271                 Rasheed Bailey
677        267                  Robert Bailey
678       2730                  Rodney Bailey
679    4039320                  Sergio Bailey
680      15822                 Stedman Bailey
681    2578530                Sterling Bailey
682       7947                  Thomas Bailey
683       7390                  Victor Bailey
684    3924352                    Zack Bailey
685    2970639                       Rob Bain
686      14361                   Brandon Bair
687    3915240              Derrick Baity Jr.
688       8663                   Billy Bajema
689      10839                       Dek Bake
690    3127287                    Budda Baker
691      15301                    Chase Baker
692       3616                    Chris Baker
693      12760                    Chris Baker
694      10670                   Dallas Baker
695    3915163                  DeAndre Baker
696    3126325                   Dorian Baker
697      14892                    Edwin Baker
698       1917                   Eugene Baker
699      16546                   George Baker
700      17433                    James Baker
701    2576746                    Jared Baker
702       2845                    Jason Baker
703    3915507                   Jerome Baker
704       2403                     John Baker
705        867                      Jon Baker
706      14323                     Josh Baker
707    4068152                   Kawaan Baker
708      14064                   Mikail Baker
709       7484                    Myron Baker
710       5878                   Rashad Baker
711       3095                   Robert Baker
712      12908                     Ryan Baker
713      15343                     Ryan Baker
714      11255                      Sam Baker
715      15406                     Sean Baker
716       7537                  Shannon Baker
717      15271                   Steven Baker
718       3204                      Tim Baker
719    3046424                     Toby Baker
720    4036660              Darrell Baker Jr.
721      15963                David Bakhtiari
722      11612                 Eric Bakhtiari
723      15606                Matt Balasavage
724       6556          Brian David Baldinger
725      13313               Daniel Baldridge
726    2971279                  Alex Balducci
727    2515504                 Darryl Baldwin
728    4262900                 Daylen Baldwin
729      14221                   Doug Baldwin
730      11442                  Ervin Baldwin
731      10601                 Johnny Baldwin
732      13986               Jonathan Baldwin
733    4327530                 Juante Baldwin
734    3921654                 Parker Baldwin
735       6783         Randy Chadwick Baldwin
736      10680                      Alan Ball
737       5658                      Dave Ball
738       6581                      Eric Ball
739       4279                     Jason Ball
740        146                     Jerry Ball
741    4035626                      Josh Ball
742      11912                     Lance Ball
743      16698                    Marcus Ball
744       7002                   Michael Ball
745      15823                    Montee Ball
746    2516039                    Neiron Ball
747    3128774                  Kalen Ballage
748      14125              Christian Ballard
749    3998276                Clenton Ballard
750    4243243                Corrion Ballard
751       7013                 Howard Ballard
752      13530                   Jake Ballard
753      14898                   Vick Ballard
754    4411769               Corey Ballentine
755      16911              Lonnie Ballentine
756      11263                 Kentwan Balmer
757      13680                   Mike Balogun
758      14679                   Travis Baltz
759      16624                 Michael Bamiro
760    3040468                  Josh Banderas
761       7627                 Romeo Bandison
762    4034704                  Michael Bandy
763    4240624                   Trajan Bandy
764    3957156                     Shawn Bane
765    3912362                Daryle Banfield
766      15782                    Chris Banjo
767    4242390                    Aaron Banks
768       1739                  Antonio Banks
769       4780                  Brandon Banks
770    3050096                  Brandon Banks
771      15777                    Brian Banks
772       6548                     Carl Banks
773      12179                     Chip Banks
774      14619                  Cornell Banks
775    4040703                     Eric Banks
776       6534            Frederick Ray Banks
777      11613                     Gary Banks
778      11614                    Jason Banks
779      15824                 Johnthan Banks
780    2970137                     Josh Banks
781       3718                     Mike Banks
782       1495                   Tavian Banks
783        927                     Tony Banks
784        336               Michael Bankston
785       3667                  Justin Bannan
786    2971616                    Zach Banner
787       2689                 Alex Bannister
788      14166                   Shane Bannon
789    3124970                     Ben Banogu
790        550                 Bradford Banta
791       4697               Tully Banta-Cain
792    4036123                   Cole Banwart
793      15296                    Joe Banyard
794    2551718       Christopher Edgar Barber
795      11407               Dominique Barber
796    2579953                   Jared Barber
797       7321                    Kurt Barber
798       8523                  Marion Barber
799        902                    Mike Barber
800    3051902                  Peyton Barber
801       1260                   Ronde Barber
802       1512                   Shawn Barber
803       1218                    Tiki Barber
804      15316                   Lee Barbiasz
805      14362                Howard Barbieri
806      10563                   Allen Barbre
807       9855                  Chris Barclay
808      15409                    Don Barclay
809    4361499                     Luq Barcoo
810      15195                 Brandon Barden
811      12555                  Ramses Barden
812    3895835                    Jake Bargas
813        137                   Bryan Barker
814      16365                   Chris Barker
815        333                     Roy Barker
816      13532                    Will Barker
817      15948                   Matt Barkley
818    3929630                 Saquon Barkley
819      14030                  Joe Barksdale
820      10644               Rashad Barksdale
821       7431                   Corey Barlow
822       2628                   Kevan Barlow
823        958                  Reggie Barlow
824    4372030              Christian Barmore
825    3051938                 Austin Barnard
826       5475                 Brooks Barnard
827       1104                     Tom Barndt
828      15921                  Kenjon Barner
829    2971880                Adairius Barnes
830    3886636                    Alex Barnes
831      10577                  Antwan Barnes
832       8332                 Brandon Barnes
833    3059165                 Brandon Barnes
834       4326                  Darian Barnes
835    2582133                   Deion Barnes
836    4260409                 Derrick Barnes
837      15610                   Jason Barnes
838       7360                 Johnnie Barnes
839    4373017                   Kalon Barnes
840      12632                   Kevin Barnes
841       8466                  Khalif Barnes
842    4035817                    Krys Barnes
843       1929                  Lionel Barnes
844       2394                  Marlon Barnes
845       2356                 Rashidi Barnes
846       7401                  Reggie Barnes
847    2512398                 Tavaris Barnes
848      14517                     Tim Barnes
849      16127                      TJ Barnes
850       7694                   Tomur Barnes
851      17309                   C.J. Barnett
852      17108                 Calvin Barnett
853    2977685                  Dante Barnett
854      10955                 Darren Barnett
855    3115336                  Derek Barnett
856       6690                   Fred Barnett
857       7127                 Harlon Barnett
858    3728306                Michael Barnett
859       4487                   Nick Barnett
860       6821                 Oliver Barnett
861       6796                    Tim Barnett
862       7737                   Troy Barnett
863    3116153                   Tarow Barney
864        135                Tommy Barnhardt
865      11364                  Gary Barnidge
866    4568439                    Amare Barno
867    2970085                    Woody Baron
868    3139927                  John Baron II
869      16711                   Anthony Barr
870       7840                      Dave Barr
871       5497                      Mike Barr
872    2976114                   Alex Barrett
873       2233                  David Barrett
874    3040507                   J.T. Barrett
875      11454                   Josh Barrett
876       6788                 Reggie Barrett
877      16967                Shaquil Barrett
878       7370               Sebastian Barrie
879      15954                 Sam Barrington
880       8434                    Alex Barron
881    3116186                    Kirk Barron
882      14932                    Mark Barron
883      16852                   Lamin Barrow
884        496                 Micheal Barrow
885       4241                    Kevin Barry
886    3129290                      Alex Bars
887    2515534                      Brad Bars
888    3039715                     Mikey Bart
889    4611506                     Ben Bartch
890       2185                 William Bartee
891      10971                 Richard Bartel
892       8464                    Ron Bartell
893      11737                   Connor Barth
894      16386                Ben Bartholomew
895       1945              Brent Bartholomew
896      14515               Ryan Bartholomew
897    3926229                    Cody Barton
898       1899                    Eric Barton
899       7151                  Harris Barton
900    3122865                 Jackson Barton
901    2512569                Jermaine Barton
902      16968                   Karim Barton
903        526                   Mike Bartrum
904      16171                    Joplo Bartu
905      12449                  Connor Barwin
906       9858                  Brett Basanez
907    4037239                  Boogie Basham
908    3052977                  Tarell Basham
909       2585                  Idrees Bashir
910    3121230                    Mike Basile
911       9859                   Hank Baskett
912       2074               Michael Basnight
913       1730                   Anthony Bass
914      15607                       Ben Bass
915      16025                     David Bass
916       7688                    Robert Bass
917    3917232                     Tyler Bass
918       9861                    Eric Bassey
919    4037216                  Essang Bassey
920      14065                    Baron Batch
921       1490                  Charlie Batch
922      16045               Kemonte' Bateman
923    4360939                 Rashod Bateman
924       6653                     Bill Bates
925       1824                  D'Wayne Bates
926      16299                    Daren Bates
927    2511350                  Houston Bates
928      13099                   Jackie Bates
929    4048228                     John Bates
930        665                    Mario Bates
931        472                  Michael Bates
932       7504                  Patrick Bates
933      15554                     Phil Bates
934    3929631                     Ryan Bates
935       4593                  Solomon Bates
936    2585785                   Trevor Bates
937    3919512               Jessie Bates III
938    4682837                     Jack Batho
939      10149              D'Anthony Batiste
940       7817                Michael Batiste
941    3139456                 Cameron Batson
942      15170                    Will Batson
943        932                Marco Battaglia
944       3488                   Pat Batteaux
945      13314                   Danny Batten
946       4655                   Arnaz Battle
947    4039221                  Elijah Battle
948    2977676                  Isaiah Battle
949      11197                  Jackie Battle
950    3115371                    John Battle
951       4550                  Julian Battle
952      10861                     Tra Battle
953       2457                Ainsley Battles
954       6772                      Greg Baty
955    2516890                  Mickey Baucus
956    3051387                   Marcus Baugh
957       3607                  Rashad Bauman
958      17109                    Zach Bauman
959    3917657                      Zack Baun
960    2613234                De'Vante Bausby
961       7184                   David Bavaro
962       6491                    Mark Bavaro
963    3125232                    Nick Bawden
964      16046                    Alan Baxter
